らっしゃい。あ、先生。,[sound:dialog_japanese_calculations_and_good_conversation_1.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
あ、野沢さん？八百屋さんで アルバイト？,[sound:dialog_japanese_calculations_and_good_conversation_2.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
あ、うちの親、八百屋を してるんです。,[sound:dialog_japanese_calculations_and_good_conversation_3.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
大変だね。,[sound:dialog_japanese_calculations_and_good_conversation_4.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
はい。重いもの 運ばなきゃいけないから、体 痛くなっちゃうし、お金も もらえないし、ほんと、やに なりますよ。,[sound:dialog_japanese_calculations_and_good_conversation_5.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
で、先生、何、買います？,[sound:dialog_japanese_calculations_and_good_conversation_6.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
おすすめ、ある？,[sound:dialog_japanese_calculations_and_good_conversation_7.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
今日は…キャベツは 2割引、なすと玉ねぎは 半額っすよ。,[sound:dialog_japanese_calculations_and_good_conversation_8.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
じゃ、なすと 玉ねぎと キャベツ、ちょうだい。,[sound:dialog_japanese_calculations_and_good_conversation_9.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
はい。,[sound:dialog_japanese_calculations_and_good_conversation_10.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
キャベツ、4分の１しか　いらないんだけど…。,[sound:dialog_japanese_calculations_and_good_conversation_11.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
あ、いいっすよ。切ります。,[sound:dialog_japanese_calculations_and_good_conversation_12.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
えっと…。120＋100＋25＝245。で、消費税が5パーセントだから…。,[sound:dialog_japanese_calculations_and_good_conversation_13.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
245×1.05は…257円です！,[sound:dialog_japanese_calculations_and_good_conversation_14.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
毎度あり。,[sound:dialog_japanese_calculations_and_good_conversation_15.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
八百屋,[sound:vocab_examples_japanese_calculations_and_good_conversation_1.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
八百屋の野菜は安くておいしい。,[sound:vocab_examples_japanese_calculations_and_good_conversation_2.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
消費税,[sound:vocab_examples_japanese_calculations_and_good_conversation_3.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
これに消費税は入っていますか。,[sound:vocab_examples_japanese_calculations_and_good_conversation_4.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
ちょうだい,[sound:vocab_examples_japanese_calculations_and_good_conversation_5.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
これ、ちょうだい。,[sound:vocab_examples_japanese_calculations_and_good_conversation_6.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
半額,[sound:vocab_examples_japanese_calculations_and_good_conversation_7.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
このジャケットを半額で買った。,[sound:vocab_examples_japanese_calculations_and_good_conversation_8.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
玉ねぎ,[sound:vocab_examples_japanese_calculations_and_good_conversation_9.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
母は泣きながら玉ねぎを切っている。,[sound:vocab_examples_japanese_calculations_and_good_conversation_10.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
なす,[sound:vocab_examples_japanese_calculations_and_good_conversation_11.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
なすを一袋ください。,[sound:vocab_examples_japanese_calculations_and_good_conversation_12.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
キャベツ,[sound:vocab_examples_japanese_calculations_and_good_conversation_13.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
キャベツは一ついくらですか。,[sound:vocab_examples_japanese_calculations_and_good_conversation_14.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
お勧め,[sound:vocab_examples_japanese_calculations_and_good_conversation_15.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
おすすめは何ですか。,[sound:vocab_examples_japanese_calculations_and_good_conversation_16.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
体,[sound:vocab_examples_japanese_calculations_and_good_conversation_17.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
お体に気をつけてください。,[sound:vocab_examples_japanese_calculations_and_good_conversation_18.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
重い,[sound:vocab_examples_japanese_calculations_and_good_conversation_19.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
田中さんは重いインフルエンザで会社を休んでいる。,[sound:vocab_examples_japanese_calculations_and_good_conversation_20.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
親,[sound:vocab_examples_japanese_calculations_and_good_conversation_21.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
親から電話があった。,[sound:vocab_examples_japanese_calculations_and_good_conversation_22.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
アルバイト,[sound:vocab_examples_japanese_calculations_and_good_conversation_23.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
生活するために、いくつかのアルバイトをかけもちしている人もいます。,[sound:vocab_examples_japanese_calculations_and_good_conversation_24.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
韓国料理屋でアルバイトをしている。,[sound:vocab_examples_japanese_calculations_and_good_conversation_25.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
毎度,[sound:vocab_examples_japanese_calculations_and_good_conversation_26.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
毎度ありがとうございます。,[sound:vocab_examples_japanese_calculations_and_good_conversation_27.mp3],The_Path_to_Advanced_Japanese Level_3_Japanese JLPT_N4_Recommended_Course Lower_Intermediate_Season_6 japanese_podcast_101
